,0,1,2,3,4
243,0,0,4088,911,0.450508115
244,0,0,431,164,0.487720667
245,0,0,1656,427,0.487602257
246,0,0,5659,273.1906921,0.476524205
247,0,0,1285,355,0.475829066
248,0,0,7653,407,0.450508115
249,0,0,278,127,0.475829066
250,0,0,1406,469,0.453062853
251,0,0,188,74,0.476524205
252,0,0,6634,402,0.436901926
253,0,0,0,0,0.51756924
254,0,0,15597,1311,0.485890541
255,0,0,20916,1363,0.468336423
256,0,0,2582,350,0.51756924
257,0,0,1308,64,0.462120838
258,0,0,534,58,0.462120838
259,0,0,276,194,0.478161871
260,0,0,1207,120,0.462120838
261,0,0,340,428,0.469926506
262,0,0,637,296,0.478211949
263,0,0,384,147,0.450508115
264,0,0,108,75,0.475829066
265,0,0,8566,1580,0.450508115
266,0,0,50,13,0.443323077
267,0,0,1775,1200,0.443323077
268,0,0,655,229,0.57262344
269,0,0,7949,1325,0.487602257
270,0,0,346948,642,0.485890541
271,0,0,21222,683,0.453062853
272,0,0,3043,936,0.478161871
273,0,0,31,205,0.438968559
274,0,0,1408,195,0.487720667
275,36,1,883567,1114.38338,0.468414528
276,0,0,498,28,0.475722733
277,0,0,1566,416,0.476524205
278,0,0,3920,1560,0.476524205
279,0,0,1603,180,0.475722733
280,0,0,559,63,0.476715452
281,0,0,168,386,0.469926506
282,1,0,10216,328.6153259,0.438968559
283,0,0,233,37,0.505964843
284,0,0,273,209,0.443323077
285,0,0,0,0,0.469356619
286,0,0,3809,138,0.468336423
287,0,0,5271,1283,0.450508115
288,0,0,22232,354,0.450508115
289,0,0,1505,128,0.468414528
290,0,0,77064,2730,0.468414528
291,0,0,652,448,0.469926506
292,0,0,1184,252,0.438968559
293,0,0,607,326,0.475722733
294,0,0,406,80,0.453062853
295,0,0,1103,375,0.469926506
296,0,0,14190,387.349956,0.475829066
297,0,0,3626,352,0.469926506
298,0,0,120,268,0.472592442
299,0,0,128,44,0.475587014
300,29,0,299995,918.4879724,0.450508115
301,0,0,434,266,0.472592442
302,0,0,639,52,0.476715452
303,0,0,2530,608,0.484284452
304,0,0,25159,659,0.478161871
305,6,1,27450,376.5858028,0.438968559
306,2,0,27224,193.4595483,0.462120838
307,0,0,205,37,0.443323077
308,0,0,83,40,0.475587014
309,0,0,612,356,0.462120838
310,0,0,596,356,0.475829066
311,0,0,8973,442,0.505964843
312,0,0,3240,63,0.485890541
313,0,0,376,95,0.469356619
314,0,0,681,253,0.512768179
315,0,0,30259,278,0.518312301
316,0,0,121,12,0.489755232
317,0,0,262,39,0.478211949
318,0,0,63,24,0.46564235
319,0,0,97,128,0.46564235
320,0,0,5581,843,0.486962374
321,0,0,3111,64,0.485890541
322,0,0,92,82,0.450508115
323,0,0,872,446,0.485890541
324,0,0,449,68,0.478161871
325,0,0,17929,364,0.436901926
326,0,0,8,0,0.485890541
327,0,0,5303,2365,0.450508115
328,0,0,845,261,0.478161871
329,0,0,4557,184,0.492578724
330,0,0,190,47,0.438968559
331,0,0,875,808,0.438968559
332,0,0,263,85,0.505964843
333,98,0,147654,476.5742693,0.438968559
334,7,0,207554,490.9422202,0.469926506
335,0,0,452,373,0.492578724
336,2,0,614,338,0.436901926
337,0,0,934,96.36716197,0.436901926
338,0,0,1030,208,0.471721519
339,0,0,57308,906,0.453062853
340,0,0,668,425,0.469926506
341,0,0,25000,328,0.438968559
342,0,0,3016,401,0.450508115
343,0,0,345,245,0.475829066
344,0,0,1946,259.7596465,0.492578724
345,0,0,1288,7,0.492578724
346,0,0,3530,518,0.469356619
347,0,0,1687,758,0.445235258
348,0,0,4261,981,0.450508115
349,0,0,7864,367,0.545614955
350,0,0,76,24,0.504478672
351,3,0,43591,134.8036893,0.475587014
352,0,0,9,27,0.475587014
353,0,0,672,464,0.469926506
354,0,0,56685,1399,0.476715452
355,0,0,4761,53.79108246,0.512768179
356,0,0,765,136,0.476715452
357,0,0,265,178,0.479179698
358,0,0,5227,480,0.505964843
359,0,0,1290,520,0.487602257
360,0,0,0,0,0.476715452
361,0,0,174,360,0.46564235
362,0,0,5167,436,0.46564235
363,0,0,223,884,0.487602257
364,0,0,137,179,0.545614955
365,0,0,9659,434,0.469926506
366,0,0,85,159,0.438968559
367,0,0,170,196,0.492578724
368,0,0,2721,3550,0.485890541
369,0,0,2822,466,0.436901926
370,0,0,118,18,0.436901926
371,0,0,562,63,0.487720667
372,0,0,2717,90,0.487720667
373,6,0,39272,339.6430671,0.487720667
374,0,0,4133,914,0.475722733
375,0,0,534,59,0.475722733
376,0,0,139,175,0.475722733
377,0,0,1644,74,0.462120838
378,0,0,1750,607,0.462120838
379,0,0,4143,339.3668323,0.462120838
380,0,0,26562,787,0.469356619
381,0,0,6009,489,0.436901926
382,0,0,2870,154.9488768,0.468414528
383,0,0,3617,993,0.485890541
384,0,0,1116,224,0.485890541
385,0,0,3839,1483,0.487602257
386,0,0,15288,492.6990283,0.438968559
387,0,0,20211,823.788244,0.438968559
388,0,0,996,40,0.438968559
389,0,0,2503,261,0.487602257
390,0,0,211,318,0.487602257
391,0,0,1644,45.60332871,0.46564235
392,0,0,4752,654,0.476524205
393,0,0,2051,238,0.476524205
394,0,0,442,308,0.443323077
395,0,0,178,173,0.46564235
396,0,0,6525,3134,0.489755232
397,0,0,1833,179,0.453062853
398,0,0,2718,295,0.469356619
399,0,0,234,101,0.436901926
400,0,0,96690,1679,0.468336423
401,0,0,6123,896,0.483283728
402,0,0,1979,164,0.438968559
403,0,0,293,276,0.472592442
404,0,0,354,435,0.472592442
405,0,0,1251,777,0.487602257
406,0,0,731,279,0.445235258
407,0,0,312,124,0.478161871
408,0,0,2456,176,0.518312301
409,0,0,5118,3238,0.450508115
410,0,0,159293,951,0.476524205
411,0,0,4505,395,0.478161871
412,0,0,91,45,0.476715452
413,0,0,210,222,0.478161871
414,1,0,5271,323,0.476715452
415,0,0,5143,516,0.487720667
416,0,0,270,366,0.472592442
417,0,0,1252,444,0.476715452
418,0,0,953,351,0.475829066
419,0,0,0,0,0.504478672
420,0,0,3615,679,0.476524205
421,0,0,606,281,0.468414528
422,0,0,6997,476.8208685,0.436901926
423,0,0,56,425,0.483283728
424,0,0,632,92,0.429730423
425,0,0,742,786,0.468414528
426,0,0,563,207,0.505964843
427,0,0,592,18,0.462120838
428,0,0,7890,819,0.469356619
429,0,0,8575,320,0.46564235
430,0,0,3309,463,0.504478672
431,0,0,184,39,0.438968559
432,0,0,4345,131,0.478211949
433,0,0,7380,421,0.473699895
434,0,0,4721,588,0.485890541
435,0,0,16213,2313,0.485890541
436,0,0,2640,235,0.450508115
437,0,0,5018,43.56540705,0.46564235
438,0,0,4934,100,0.487720667
439,0,0,159,159,0.518312301
440,0,0,364,431,0.475722733
441,0,0,443,618,0.475722733
442,0,0,2118,231,0.512768179
443,0,0,528,394,0.492578724
444,0,0,0,0,0.478161871
445,0,0,1192,508,0.469356619
446,0,0,1159,53,0.485890541
447,0,0,490,196,0.469926506
448,0,0,562,49,0.469356619
449,0,0,1766,51,0.505964843
450,0,0,3137,1153,0.485890541
451,0,0,391,14,0.453062853
452,1,0,17658,704,0.51756924
453,0,0,171,27,0.453062853
454,0,0,80,8,0.489755232
455,0,0,508,121,0.487602257
456,0,0,414,146,0.475722733
457,0,0,76,26,0.46564235
458,0,0,582,451,0.468336423
459,0,0,141,452,0.476524205
460,0,0,5399,103,0.476524205
461,0,0,217,35,0.478211949
462,0,0,1799,1976,0.46564235
463,0,0,16741,940,0.485890541
464,0,0,2151,65.52207084,0.512768179
465,0,0,19693,175.1555927,0.443323077
466,0,0,251,98,0.468414528
467,0,0,756,42,0.468336423
468,0,0,474,14,0.485890541
469,0,0,1030,540,0.505964843
470,0,0,588,40,0.512768179
471,0,0,393,244,0.436901926
472,0,0,11262,823,0.483283728
473,1,0,46099,132.536171,0.483283728
474,0,0,4,3,0.483283728
475,0,0,1452,3028,0.483283728
476,0,0,11607,3580,0.429730423
477,14,0,900335,836.2096106,0.469356619
478,0,0,152,157,0.469356619
479,0,0,150,180,0.443323077
480,164,6,3657380,258.1787534,0.453062853
481,0,0,8732,1359,0.486962374
482,0,0,1809,385,0.475829066
483,0,0,21283,188.6633725,0.487720667
484,0,0,364,245,0.450508115
485,0,0,6490,420,0.487720667
486,0,0,936,280,0.518312301
487,0,0,8377,4253,0.487602257
488,0,0,4198,242,0.478161871
489,0,0,249,529,0.478161871
490,0,0,1986,587,0.475722733
491,0,0,777,231,0.473699895
492,0,0,483,44,0.469926506
493,0,0,8780,264.6589832,0.475829066
494,0,0,3138,1337,0.486962374
495,0,0,88,59,0.462120838
496,0,0,1213,280,0.51756924
497,0,0,17485,4585,0.485890541
498,0,0,0,0,0.469926506
499,0,0,361,87,0.487720667
500,0,0,3632,284,0.487720667
501,0,0,324,29,0.450508115
502,0,0,7443,324,0.485890541
503,0,0,216,83,0.485890541
504,0,0,10841,603,0.483283728
505,0,0,967,184,0.475587014
506,0,0,779,832,0.485890541
507,0,0,114,4,0.485890541
508,9,0,247774,557.7659363,0.545614955
509,23,1,122031,85.38284816,0.489755232
510,0,0,1771,168,0.489755232
511,1,1,15536,515.5795099,0.476524205
512,0,0,1259,170,0.438968559
513,0,0,893,164,0.476524205
514,0,0,100,122,0.476524205
515,0,0,1040,582,0.469356619
516,2,0,10609,159.9172082,0.469356619
517,0,0,7324,658,0.468414528
518,0,0,477,95,0.462120838
519,0,0,600,98,0.479179698
520,0,0,2531,1643,0.486962374
521,0,0,180,3,0.486962374
522,0,0,9061,366.1650995,0.438968559
523,0,0,56,50,0.492578724
524,0,0,531,205,0.475829066
525,0,0,206,114,0.545614955
526,0,0,292,252,0.469356619
527,0,0,56212,535,0.487720667
528,0,0,389,1490,0.487602257
529,0,0,28030,144.4868776,0.438968559
530,0,0,242,225,0.443323077
531,0,0,6389,593,0.436901926
532,0,0,454,316,0.469356619
533,0,0,0,0,0.438968559
534,12,0,39267,787,0.469356619
535,0,0,0,0,0.438968559
536,0,0,3213,127,0.475722733
537,0,0,17933,431.7834806,0.475829066
538,0,0,310,157,0.487602257
539,0,0,328,173,0.504478672
540,0,0,5343,965,0.473699895
541,4,1,144247,706,0.438968559
542,19,0,1086,181,0.512768179
543,0,0,706,28,0.487602257
544,0,0,76,80,0.443323077
545,0,0,810,288,0.475722733
546,0,0,572,267,0.453062853
547,0,0,3862,7,0.453062853
548,0,0,816,118,0.438968559
549,0,0,5953,3842,0.438968559
550,0,0,98,22,0.485890541
551,0,0,29240,175.4545385,0.438968559
552,0,0,3558,135.4831627,0.469926506
553,0,0,79,21,0.438968559
554,0,0,363,338,0.512518835
555,0,0,3665,1171,0.475722733
556,139,0,836430,986.2263923,0.469926506
557,0,0,3239,452,0.487720667
558,0,0,404,191,0.475722733
559,0,0,669,183,0.484284452
560,0,0,1525,408,0.469926506
561,0,0,664,585,0.469356619
562,0,0,1137,388,0.478161871
563,0,0,117,99,0.487720667
564,0,0,16776,734,0.436901926
565,0,0,17,74,0.472592442
566,0,0,802,105,0.443323077
567,0,0,129,288,0.478161871
568,0,0,175,26,0.478211949
569,0,0,132,34,0.478211949
570,0,0,971,174,0.478211949
571,0,0,1008,555,0.462120838
572,0,0,3617,685,0.450508115
573,0,0,1293,1662,0.450508115
574,0,0,10947,222.9769978,0.475829066
575,0,0,19394,693,0.483283728
576,0,0,1340,387,0.476524205
577,0,0,1262,348,0.443323077
578,0,0,349,347,0.46564235
579,0,0,315,12,0.475587014
580,0,0,409,35,0.475587014
581,0,0,179,283,0.469926506
582,0,0,0,0,0.469926506
583,0,0,1458,278,0.438968559
584,0,0,1339,287,0.485890541
585,0,0,24184,838,0.469356619
586,0,0,7190,313.6188618,0.504478672
587,0,0,515,170,0.475722733
588,6,0,10935,110.1481389,0.468336423
589,0,0,249,406,0.46564235
590,4691,1,786177,1843.813428,0.475722733
591,0,0,0,0,0.469926506
592,0,0,23678,338,0.512768179
593,0,0,0,0,0.438968559
594,0,0,5130,2356,0.475722733
595,0,0,65,581,0.475722733
596,0,0,494,267,0.478161871
597,0,0,2338,355,0.518312301
598,0,0,87,138,0.518312301
599,0,0,20900,438.1016492,0.512518835
600,0,0,195,61,0.485890541
601,2,1,19633,85.73302472,0.462120838
602,0,0,44,75,0.479179698
603,0,0,1293,991,0.487602257
604,0,0,17471,1728,0.486962374
605,0,0,2641,14,0.485890541
606,0,0,4412,268,0.468336423
607,0,0,142969,890,0.505964843
608,0,0,7352,762,0.469926506
609,0,0,165,22,0.468414528
610,0,0,444,172,0.468414528
611,0,0,13088,216,0.505964843
612,0,0,1462,1141,0.475722733
613,0,0,547,12,0.453062853
614,0,0,2583,482,0.46564235
615,0,0,3144,1388,0.486962374
616,5,0,84269,373.2988493,0.476715452
617,0,0,3561,773,0.485890541
618,0,0,305,23,0.485890541
619,0,0,27653,1167,0.478161871
620,0,0,324,2,0.478161871
621,0,0,346,241,0.478161871
622,0,0,133988,510,0.475587014
623,0,0,91,125,0.492578724
624,0,0,3134,198,0.51756924
625,0,0,30418,450,0.485890541
626,0,0,23148,556.0092348,0.469356619
627,0,0,321,148,0.469356619
628,0,0,0,0,0.438968559
629,0,0,325,546,0.469356619
630,0,0,14412,309,0.489755232
631,0,0,1410,427,0.443323077
632,0,0,1751,177,0.475722733
633,0,0,932,347,0.475722733
634,0,0,997,499,0.487602257
635,0,0,1034,220.0743243,0.476715452
636,4,0,7147,304.2874157,0.476715452
637,0,0,51,33,0.476715452
638,0,0,406,672,0.473699895
639,0,0,15756,1933,0.450508115
640,0,0,5036,752,0.476524205
641,0,0,142,33,0.518312301
642,0,0,7598,126,0.485890541
643,0,0,13722,855,0.46564235
644,0,0,1002,89,0.485890541
645,0,0,0,0,0.492578724
646,0,0,2402,400.0124373,0.472592442
647,0,0,1228,651,0.472592442
648,0,0,1299,275,0.468414528
649,6,0,1899,227,0.505964843
650,0,0,6015,130,0.505964843
651,0,0,21734,415,0.438968559
652,0,0,946,109,0.475722733
653,0,0,5574,389,0.476715452
654,0,0,91,36,0.438968559
655,0,0,2104,183,0.478161871
656,0,0,2649,757,0.51756924
657,0,0,50,66,0.51756924
658,0,0,86,144,0.475829066
659,0,0,875,349,0.438968559
660,0,0,1531,215,0.505964843
661,0,0,2379,198,0.443323077
662,0,0,613,673,0.487602257
663,0,0,1193,592,0.469926506
664,0,0,820,243,0.512518835
665,0,0,2268,132,0.469926506
666,0,0,3304,347,0.489755232
667,0,0,663,404,0.512518835
668,0,0,184,5392,0.438968559
669,0,0,1555,364,0.468336423
670,0,0,132,38,0.475722733
671,0,0,994,575,0.475722733
672,0,0,777,224,0.57262344
673,0,0,358,450,0.475829066
674,0,0,905,29,0.462120838
675,0,0,1945,980,0.462120838
676,0,0,15860,188.5391556,0.504478672
677,0,0,400,597,0.489755232
678,0,0,79943,774,0.450508115
679,0,0,107,376,0.469926506
680,0,0,469,65,0.475722733
681,0,0,3798,460,0.450508115
682,0,0,25,13,0.487720667
683,0,0,10174,1048,0.485890541
684,0,0,1748,1169,0.450508115
685,0,0,391,79,0.450508115
686,0,0,204,49,0.469926506
687,0,0,576,332,0.472592442
688,0,0,865,669,0.492578724
689,0,0,267,215,0.487720667
690,0,0,54,138,0.473699895
691,0,0,584,338,0.504478672
692,9,0,33347,118.0368225,0.473699895
693,0,0,928,153,0.485890541
694,0,0,3365,886,0.438968559
695,0,0,291,91,0.478161871
696,0,0,24,35,0.429730423
697,0,0,242,91,0.429730423
698,0,0,451,43,0.453062853
699,0,0,986,1048,0.469356619
700,0,0,200,19,0.512768179
701,0,0,0,0,0.469926506
702,0,0,602,471,0.469926506
703,0,0,5910,375,0.484284452
704,0,0,1290,183,0.485890541
705,0,0,218,58,0.485890541
706,0,0,191,112,0.475829066
707,0,0,340,117,0.476524205
708,0,0,5388,568,0.468414528
709,0,0,23020,578,0.450508115
710,0,0,533,324,0.472592442
711,0,0,165,162,0.453062853
712,0,0,50,136,0.492578724
713,0,0,11094,1419,0.51756924
714,0,0,2615,260,0.471721519
715,0,0,1642,225,0.51756924
716,0,0,54017,368,0.476715452
717,0,0,23,174,0.492578724
718,0,0,61,1,0.456418375
719,0,0,800,76,0.51756924
720,0,0,103,48,0.478211949
721,0,0,2896,391,0.453062853
722,0,0,1346,399,0.472592442
723,0,0,1760,59,0.475587014
724,0,0,1644,195,0.462120838
725,0,0,20,78,0.489755232
726,4,1,179388,1002,0.51756924
727,257,2,1089601,532.8837597,0.512768179
728,0,0,1701,290,0.46564235
729,0,0,517,180,0.469356619
730,0,0,60,78,0.469356619
731,0,0,9263,714,0.469356619
732,0,0,694,17,0.453062853
733,0,0,1048,19,0.479179698
734,0,0,1942,727,0.479179698
735,10,0,182569,541.8269213,0.475722733
736,0,0,3560,1023,0.487602257
737,0,0,775,276,0.46564235
738,0,0,4041,368,0.469926506
739,0,0,533,231,0.487602257
740,0,0,411,121,0.483283728
741,0,0,453,38,0.478161871
742,0,0,203,25,0.478161871
743,0,0,3295,214,0.473699895
744,1,0,14550,1215,0.487602257
745,0,0,11389,34,0.46564235
746,0,0,5302,83,0.429730423
747,0,0,670,157,0.504478672
748,0,0,160,14,0.504478672
749,0,0,1775,412.2994652,0.436901926
750,0,0,9918,1573,0.51756924
751,0,0,828,1202,0.468336423
752,0,0,198,493,0.487602257
753,0,0,1970,202,0.475829066
754,0,0,96,21,0.469926506
755,0,0,4137,27.32334844,0.478211949
756,0,0,2415,263,0.545614955
757,0,0,2546,303,0.476715452
758,0,0,75,84,0.469356619
759,2,0,13860,824.5163392,0.443323077
760,0,0,1139,201,0.436901926
761,0,0,1534,262.2682377,0.492578724
762,0,0,0,0,0.504478672
763,0,0,1120,1008,0.487602257
764,0,0,76,11,0.487602257
765,0,0,109,153,0.469926506
766,0,0,1289,348,0.438968559
767,0,0,34467,1161,0.485890541
768,0,0,809,449,0.469356619
769,0,0,181,191,0.468414528
770,0,0,49095,2423,0.485890541
771,0,0,13090,459,0.469926506
772,0,0,423,513,0.438968559
773,0,0,18349,491.9727244,0.436901926
774,0,0,746,72,0.485890541
775,0,0,571,510,0.469356619
776,0,0,123,40,0.479179698
777,0,0,7229,185,0.479179698
778,0,0,288,60,0.476715452
779,0,0,257,256,0.486962374
780,0,0,949,210,0.476524205
781,0,0,482,5,0.485890541
782,0,0,480,579,0.469356619
783,0,0,7684,37,0.471721519
784,0,0,1290,300,0.492578724
785,0,0,903,259,0.492578724
786,0,0,1464,39,0.462120838
787,0,0,622,814,0.436901926
788,0,0,1552,862,0.486962374
789,0,0,1435,240,0.475722733
790,0,0,1293,224,0.453062853
791,0,0,11850,308,0.484284452
792,0,0,179,89,0.468336423
793,0,0,1294,120,0.438968559
794,0,0,6831,407,0.468336423
795,0,0,3092,574,0.475722733
796,0,0,252,111,0.450508115
797,0,0,8166,524,0.468336423
798,0,0,2806,104,0.485890541
799,0,0,618,109,0.475829066
800,0,0,2714,647,0.443323077
801,0,0,326,1524,0.468336423
802,0,0,6637,381,0.453062853
803,0,0,39414,752,0.478161871
804,3,1,4169,50.97866413,0.478161871
805,0,0,5828,171.1284596,0.476715452
806,0,0,28830,670,0.475829066
807,0,0,3836,26,0.429730423
808,0,0,0,0,0.476715452
809,0,0,593,66,0.504478672
810,0,0,3423,70.20098441,0.51756924
811,0,0,1857,2242,0.51756924
812,2,0,21566,287.7480416,0.476715452
813,0,0,573,757,0.476524205
814,0,0,2225,271,0.438968559
815,0,0,362,245,0.51756924
816,0,0,206,75,0.51756924
817,0,0,235134,1045,0.438968559
818,0,0,29,73,0.438968559
