,node_from,node_to
44244,3679,7995
44245,3679,6701
44246,3679,31373
44247,17691,5746
44248,17691,14755
44249,17691,5815
44250,17691,14952
44251,8400,2618
44252,8400,15997
44253,8400,27482
44254,8400,22954
44255,8400,16327
44256,24512,24919
44257,24512,30083
44258,24512,17442
44259,24512,14835
44260,24512,12968
44261,323,25157
44262,323,10083
44263,323,31355
44264,323,254
44265,13938,18143
44266,13938,24778
44267,13938,14299
44268,13938,11976
44269,13938,19183
44270,30837,13777
44271,30837,12911
44272,30837,28701
44273,30837,27711
44274,22927,12245
44275,22927,28908
44276,22927,24356
44277,22927,25357
44278,22927,20345
44279,31588,7094
44280,31588,13344
44281,31588,921
44282,31588,11788
44283,15341,25121
44284,15341,10267
44285,15341,27959
44286,15341,1201
44287,9029,22668
44288,9029,14718
44289,9029,15312
44290,17606,9029
44291,17606,28650
44292,17606,1702
44293,17606,17120
44294,17606,31153
44295,24578,31118
44296,24578,18300
44297,24578,27179
44298,24578,29294
44299,29094,25157
44300,29094,24308
44301,29094,22316
44302,29094,15172
44303,29094,5372
44304,17324,29399
44305,17324,7235
44306,17324,5280
44307,17324,5720
44308,21333,25157
44309,21333,368
44310,21333,22283
44311,21333,20486
44312,21333,5121
44313,26790,19763
44314,26790,15373
44315,26790,9811
44316,26790,9765
44317,27658,22668
44318,27658,26059
44319,15102,27658
44320,15102,12249
44321,15102,705
44322,15102,1327
44323,15102,31207
44324,18375,26332
44325,18375,8046
44326,18375,7607
44327,18375,9204
44328,31270,18143
44329,31270,21033
44330,31270,26099
44331,31270,14388
44332,31270,16847
44333,26300,13777
44334,26300,22894
44335,26300,26729
44336,26300,15849
44337,26300,28890
44338,31508,12245
44339,31508,270
44340,31508,4086
44341,31508,3139
44342,31508,20345
44343,3729,19763
44344,3729,11103
44345,3729,15373
44346,3729,27220
44347,3729,23104
44348,7796,15086
44349,7796,13489
44350,7796,7925
44351,7796,19004
44352,7796,3503
44353,30370,2618
44354,30370,25300
44355,30370,17640
44356,30370,12035
44357,30370,17135
44358,21464,1731
44359,21464,10244
44360,21464,14686
44361,21464,10453
44362,21464,19048
44363,19545,15086
44364,19545,3911
44365,19545,8241
44366,19545,20240
44367,25072,5746
44368,25072,3637
44369,25072,16115
44370,8319,16691
44371,8319,3976
44372,8319,21047
44373,8319,28972
44374,8319,468
44375,21472,19203
44376,21472,2438
44377,21472,5507
44378,21472,21564
44379,28355,30555
44380,28355,8841
44381,28355,2239
44382,28355,30121
44383,28355,20349
44384,1984,3870
44385,1984,24073
44386,1984,8766
44387,5440,14586
44388,5440,15680
44389,5440,5376
44390,5440,26776
44391,5440,20461
44392,25986,13777
44393,25986,137
44394,25986,14531
44395,25986,28571
44396,22763,5746
44397,22763,19035
44398,22763,31579
44399,22763,4284
44400,22763,10571
44401,24402,31118
44402,24402,14651
44403,24402,1267
44404,24402,15235
44405,27061,9029
44406,27061,30302
44407,27061,1868
44408,27061,22602
44409,27061,7633
44410,3637,5746
44411,3637,31264
44412,3637,4696
44413,3637,16115
44414,14267,19763
44415,14267,28949
44416,14267,15266
44417,14267,28439
44418,2445,26332
44419,2445,25920
44420,2445,10
44421,2445,26977
44422,6947,19763
44423,6947,28313
44424,6947,4751
44425,6947,14819
44426,6947,7759
44427,28908,12245
44428,28908,20302
44429,28908,25357
44430,28908,7607
44431,22430,22668
44432,32084,22430
44433,32084,18339
44434,32084,29452
44435,32084,5687
44436,32084,18804
44437,3015,21418
44438,3015,16686
44439,3015,6705
44440,3015,28920
44441,6896,26332
44442,6896,8046
44443,6896,4795
44444,6896,8337
44445,6896,24728
44446,7195,29503
44447,7195,14809
44448,7195,21683
44449,7195,1577
44450,7195,15154
44451,30522,3453
44452,30522,19555
44453,30522,13435
44454,30522,24887
44455,30522,17493
44456,19147,2618
44457,19147,7743
44458,19147,5507
44459,19147,1973
44460,19147,5114
44461,29159,28140
44462,29159,18461
44463,29159,31888
44464,29159,7340
44465,29159,19013
44466,17671,30555
44467,17671,38
44468,17671,19889
44469,17671,2600
44470,18300,31118
44471,18300,27179
44472,18300,29294
44473,27198,29503
44474,27198,19804
44475,27198,8821
44476,27198,11084
44477,23763,4101
44478,23763,12507
44479,23763,9401
44480,23763,6622
44481,23763,19005
44482,1517,2618
44483,1517,2438
44484,1517,3765
44485,24197,8256
44486,24197,30046
44487,24197,6081
44488,24197,600
44489,24197,18199
44490,7762,6585
44491,7762,12503
44492,7762,14172
44493,7762,26261
44494,14718,22668
44495,14718,15312
44496,9299,14718
44497,9299,16592
44498,9299,2149
44499,9299,25331
44500,9299,8993
44501,10627,31118
44502,10627,506
44503,10627,23594
44504,10627,25615
44505,10627,20267
44506,29952,26332
44507,29952,8254
44508,29952,18560
44509,29952,17069
44510,29952,9204
44511,20302,12245
44512,20302,9639
44513,20302,5889
44514,20302,9323
44515,15871,1731
44516,15871,13668
44517,15871,10635
44518,15871,7632
44519,15871,14299
44520,23913,5746
44521,23913,1638
44522,23913,31264
44523,23913,10571
44524,23913,16115
44525,25920,26332
44526,25920,10
44527,25920,27765
44528,25920,28293
44529,4332,26427
44530,4332,18729
44531,4332,29452
44532,4332,5687
44533,8587,29399
44534,8587,19703
44535,8587,1370
44536,8587,9747
44537,8587,24427
44538,12415,31931
44539,12415,24360
44540,12415,4704
44541,12415,26844
44542,12415,6186
44543,1662,10719
44544,1662,14354
44545,1662,30042
44546,1662,23308
44547,10861,29399
44548,10861,13997
44549,10861,27867
44550,10861,29942
44551,10861,9170
44552,16586,29367
44553,16586,16631
44554,16586,13220
44555,16586,14079
44556,16586,3719
44557,25938,22668
44558,321,25938
44559,321,32119
44560,321,2452
44561,321,1726
44562,1560,3870
44563,1560,8617
44564,1560,7709
44565,1560,19289
44566,1560,26309
44567,10788,10735
44568,10788,31321
44569,10788,12047
44570,10788,3403
44571,10788,30235
44572,20032,2618
44573,20032,15416
44574,20032,1973
44575,20032,5114
44576,16592,14718
44577,16592,2149
44578,16592,25331
44579,16592,7633
44580,2417,26332
44581,2417,14834
44582,2417,8564
44583,2417,14288
44584,2417,20038
44585,10549,4647
44586,10549,21392
44587,10549,18760
44588,10549,6983
44589,10549,16087
44590,4375,12245
44591,4375,18259
44592,4375,12450
44593,4375,1100
44594,4375,7318
44595,4222,29399
44596,4222,10292
44597,4222,25585
44598,4222,27544
44599,4222,497
44600,8449,29399
44601,8449,10736
44602,8449,29942
44603,8449,5280
44604,8449,27278
44605,8841,30555
44606,8841,15413
44607,8841,30121
44608,8841,15046
44609,21033,18143
44610,21033,14388
44611,21033,16847
44612,21033,13032
44613,30083,24919
44614,30083,774
44615,30083,17442
44616,30083,14835
44617,15850,12245
44618,15850,14788
44619,15850,9245
44620,15850,11651
44621,15850,14405
44622,7157,10719
44623,7157,24891
44624,7157,26147
44625,7157,17552
44626,7157,8689
44627,18887,29399
44628,18887,12495
44629,18887,18675
44630,18887,1715
44631,18887,14516
44632,13299,22668
44633,13210,13299
44634,13210,3251
44635,13210,27313
44636,13210,26689
44637,13210,17787
44638,19825,29503
44639,19825,16581
44640,19825,28284
44641,19825,21374
44642,19825,6526
44643,29582,12245
44644,29582,20492
44645,29582,31010
44646,29582,20345
44647,30417,4647
44648,30417,12625
44649,30417,4532
44650,30417,5487
44651,30417,23917
44652,24103,18143
44653,24103,14066
44654,24103,2237
44655,24103,22321
44656,24103,17747
44657,2968,29367
44658,2968,23376
44659,2968,8577
44660,2968,4490
44661,2968,12265
44662,28081,13719
44663,28081,368
44664,28081,29663
44665,28081,5121
44666,11103,3870
44667,11103,27220
44668,11103,23104
44669,8254,26332
44670,8254,17069
44671,8254,30454
44672,8254,12159
44673,2015,30555
44674,2015,30121
44675,2015,15046
44676,2015,26337
44677,2015,24817
44678,26905,13719
44679,26905,463
44680,26905,9180
44681,26905,15715
44682,26905,17917
44683,17554,5746
44684,17554,5815
44685,17554,21066
44686,17554,5544
44687,506,31118
44688,506,23594
44689,506,25615
44690,6169,26332
44691,6169,31260
44692,6169,16894
44693,6169,25159
44694,6169,25595
44695,25747,4101
44696,25747,11067
44697,25747,8745
44698,25747,7103
44699,2149,14718
44700,2149,25331
44701,2149,13015
44702,2149,19596
44703,14790,29399
44704,14790,868
44705,14790,27055
44706,14790,17043
44707,14790,9675
44708,29966,25609
44709,29966,29644
44710,29966,1514
44711,29966,16864
44712,29966,12975
44713,13489,15086
44714,13489,7925
44715,13489,3503
44716,13489,2598
44717,14755,5746
44718,14755,14952
44719,14755,5544
44720,14755,23037
44721,14269,18143
44722,14269,13668
44723,14269,20420
44724,14269,7632
44725,14269,17611
44726,10833,2618
44727,10833,7882
44728,10833,1202
44729,10833,23238
44730,10833,24221
44731,147,19169
44732,147,23805
44733,147,16961
44734,147,27524
44735,147,15090
44736,16581,29503
44737,16581,1425
44738,16581,28284
44739,16581,19804
44740,2161,29399
44741,2161,20893
44742,2161,20540
44743,2161,18496
44744,2161,11439
44745,26099,19233
44746,26099,17690
44747,26099,14388
44748,24073,3870
44749,24073,8766
44750,19061,2618
44751,19061,4924
44752,19061,940
44753,19061,10605
44754,19061,12978
44755,9770,22430
44756,9770,1286
44757,9770,31492
44758,9770,9263
44759,9770,4515
44760,28891,11723
44761,28891,28123
44762,28891,19073
44763,28891,877
44764,28891,12862
44765,9833,4647
44766,9833,27558
44767,9833,23807
44768,9833,21560
44769,9833,5157
44770,30165,29399
44771,30165,18008
44772,30165,30466
44773,25278,26427
44774,25278,18729
44775,25278,22301
44776,25278,5993
44777,25278,28874
44778,10650,18143
44779,10650,13668
44780,10650,17690
44781,10650,14815
44782,10650,3259
44783,11949,22668
44784,7391,11949
44785,7391,2631
44786,7391,11373
44787,7391,8244
44788,7391,16768
44789,20320,26332
44790,20320,14089
44791,20320,31910
44792,20320,5889
44793,20320,9323
44794,25983,15086
44795,25983,8075
44796,25983,20296
44797,25983,17450
44798,25983,13187
44799,19002,7067
44800,19002,31091
44801,19002,29188
44802,19002,7172
44803,19002,4149
44804,26449,28707
44805,26449,17459
44806,26449,31427
44807,26449,28420
44808,26449,21926
44809,3560,25938
44810,3560,2522
44811,3560,30744
44812,3560,26846
44813,3560,6023
44814,22943,12245
44815,22943,30932
44816,22943,21589
44817,22943,14405
44818,30373,15086
44819,30373,22969
44820,30373,1993
44821,30373,2598
44822,30373,26203
44823,29376,5746
44824,29376,10911
44825,29376,25835
44826,29376,1812
44827,7375,31931
44828,7375,31623
44829,7375,19652
44830,7375,25571
44831,7375,24622
44832,368,25157
44833,368,22283
44834,368,11314
44835,368,5121
44836,16236,15086
44837,16236,3911
44838,16236,8360
44839,16236,8240
44840,23805,19169
44841,23805,13344
44842,23805,15090
44843,3976,16691
44844,3976,21047
44845,3976,28972
44846,270,12245
44847,270,4086
44848,270,3139
44849,270,14947
44850,10244,1731
44851,10244,14686
44852,10244,10453
44853,10244,25573
44854,10244,2514
44855,31990,28140
44856,31990,18461
44857,31990,7340
44858,31990,25704
44859,31990,8907
44860,30044,30555
44861,30044,16796
44862,30044,617
44863,30044,30718
44864,2512,25157
44865,2512,29625
44866,2512,9614
44867,2512,584
44868,7270,16039
44869,7270,16686
44870,7270,31883
44871,7270,6705
44872,8674,29399
44873,8674,5508
44874,8674,18836
44875,8674,16910
44876,8674,1522
44877,134,26332
44878,134,31664
44879,134,25676
44880,134,136
44881,134,23044
44882,2522,3453
44883,2522,30744
44884,2522,26846
44885,2522,12962
44886,27608,31118
44887,27608,2944
44888,27608,16178
44889,27608,30999
44890,27608,2175
44891,26207,13719
44892,26207,31192
44893,26207,14263
44894,26207,3946
44895,24356,12245
44896,24356,8830
44897,24356,27289
44898,24356,26644
44899,24356,2854
44900,25760,10719
44901,25760,14354
44902,25760,3363
44903,25760,23308
44904,1811,6585
44905,1811,2113
44906,1811,20461
44907,1811,30936
44908,1811,16340
44909,27925,30555
44910,27925,19889
44911,27925,2600
44912,27925,27087
44913,27925,13773
44914,13399,5746
44915,13399,4696
44916,13399,12934
44917,985,29399
44918,985,5025
44919,985,9032
44920,985,13356
44921,23275,12245
44922,23275,10568
44923,23275,12911
44924,23275,28571
44925,23275,27711
44926,4924,2618
44927,4924,10605
44928,4924,3078
44929,868,29399
44930,868,27055
44931,868,15636
44932,868,13790
44933,3251,13299
44934,3251,16286
44935,3251,26689
44936,3251,17787
44937,20496,21444
44938,20496,32134
44939,20496,8735
44940,20496,26223
44941,20496,19775
44942,22931,19169
44943,22931,13435
44944,22931,24887
44945,22931,15337
44946,8075,15086
44947,8075,17291
44948,8075,20296
44949,8075,17450
44950,8075,27185
44951,20386,19763
44952,20386,16216
44953,20386,27349
44954,20386,26219
44955,20386,28584
44956,326,13777
44957,326,8136
44958,326,25423
44959,14313,26332
44960,14313,15968
44961,14313,18850
44962,14313,26977
44963,16130,13719
44964,16130,26326
44965,16130,3946
44966,23261,29503
44967,23261,14334
44968,23261,7832
44969,23261,15154
44970,4679,4101
44971,4679,21205
44972,4679,7110
44973,4679,9063
44974,4679,13411
44975,5815,5746
44976,5815,14952
44977,5815,21066
44978,5815,5544
44979,7820,14586
44980,7820,26001
44981,7820,24167
44982,7820,7992
44983,7820,28686
44984,25480,5746
44985,25480,19865
44986,25480,19035
44987,25480,4284
44988,21955,26332
44989,21955,130
44990,21955,11154
44991,21955,21589
44992,21955,28763
44993,14418,2618
44994,14418,25300
44995,14418,5557
44996,14418,22954
44997,15680,14586
44998,15680,12289
44999,15680,26776
45000,15680,1232
45001,5508,29399
45002,5508,18836
45003,5508,16910
45004,5508,1522
45005,11537,12181
45006,11537,21209
45007,11537,22223
45008,3649,29399
45009,3649,17043
45010,3649,18233
45011,3649,9675
45012,3649,10842
45013,30046,8256
45014,30046,10152
45015,30046,18199
45016,4198,14586
45017,4198,3164
45018,4198,3668
45019,4198,27985
45020,4198,11855
45021,11067,4101
45022,11067,1912
45023,11067,21633
45024,11067,5553
45025,10568,13777
45026,10568,12911
45027,10568,28571
45028,10568,27711
45029,22894,13777
45030,22894,28701
45031,22894,26729
45032,22894,16466
45033,22894,15557
45034,6890,31931
45035,6890,30160
45036,6890,20134
45037,6890,22242
45038,28123,11723
45039,28123,877
45040,28123,10193
45041,28123,12862
45042,16219,29399
45043,16219,18836
45044,16219,23317
45045,16219,29558
45046,16219,10375
45047,4118,31118
45048,4118,1017
45049,4118,21505
45050,4118,15235
45051,4118,2175
45052,5666,22668
45053,9788,5666
45054,9788,7992
45055,9788,24622
45056,9788,18936
45057,19073,11723
45058,19073,877
45059,19073,12862
45060,7882,30555
45061,7882,23238
45062,7882,31781
45063,7882,25910
45064,7882,24221
45065,9424,3453
45066,9424,18783
45067,9424,13435
45068,9424,24194
45069,9424,24887
45070,11413,12181
45071,11413,19271
45072,11413,21125
45073,11413,28439
45074,11413,7298
45075,32134,21444
45076,32134,8735
45077,32134,16393
45078,32134,26223
45079,27055,29399
45080,27055,17043
45081,27055,9675
45082,12376,31931
45083,12376,21281
45084,12376,21384
45085,12376,23874
45086,29426,29367
45087,29426,32119
45088,29426,3576
45089,29426,1153
45090,29426,115
45091,19535,12181
45092,19535,16112
45093,19535,5877
45094,19535,7703
45095,19535,22405
45096,30160,31931
45097,30160,14246
45098,30160,20134
45099,30160,8049
45100,30160,22242
45101,1720,25609
45102,1720,9399
45103,1720,1715
45104,1720,14516
45105,24871,30555
45106,24871,8594
45107,24871,31865
45108,7575,15086
45109,7575,8854
45110,7575,15346
45111,7575,27368
45112,7575,8409
45113,26059,22668
45114,20155,26059
45115,20155,26849
45116,20155,15632
45117,20155,8887
45118,20155,18280
45119,10323,6585
45120,10323,29804
45121,10323,5376
45122,10323,14523
45123,10323,28715
45124,1017,31118
45125,1017,14651
45126,1017,21505
45127,1017,15235
45128,14066,18143
45129,14066,23901
45130,14066,22321
45131,14066,20880
45132,15368,4647
45133,15368,27558
45134,15368,1897
45135,15368,20777
45136,15368,21560
45137,12507,4101
45138,12507,16013
45139,12507,9401
45140,12507,26920
45141,30302,9029
45142,30302,1702
45143,30302,7590
45144,30302,450
45145,30302,12512
45146,1380,26427
45147,1380,6889
45148,1380,28874
45149,1380,11788
45150,23376,29367
45151,23376,1153
45152,23376,4490
45153,23376,115
45154,18836,29399
45155,18836,29558
45156,18337,7067
45157,18337,28201
45158,18337,27802
45159,18337,26673
45160,18337,8710
45161,10,26332
45162,10,27765
45163,10,28293
45164,21209,12181
45165,21209,21125
45166,21209,7298
45167,19703,29399
45168,19703,21905
45169,19703,29875
45170,19703,24427
45171,29644,25609
45172,29644,12025
45173,29644,1514
45174,29644,16864
45175,29644,30756
45176,3362,25157
45177,3362,19327
45178,3362,14621
45179,3362,1695
45180,19865,5746
45181,19865,19035
45182,19865,10571
45183,2357,26332
45184,2357,12759
45185,2357,23625
45186,2357,19778
45187,15772,25157
45188,15772,22283
45189,15772,28975
45190,15772,11314
45191,9639,12245
45192,9639,20433
45193,9639,8117
45194,26849,13218
45195,26849,7474
45196,26849,8887
45197,2631,11949
45198,2631,11373
45199,2631,16352
45200,2631,16768
45201,14788,12245
45202,14788,11651
45203,14788,13342
45204,17999,9029
45205,17999,27643
45206,17999,13626
45207,17999,6708
45208,17999,20051
45209,21034,25121
45210,21034,13961
45211,21034,18904
45212,21034,12461
45213,8597,25121
45214,8597,23190
45215,8597,27709
45216,18259,12245
45217,18259,12450
45218,18259,9245
45219,18259,26952
45220,18259,7318
45221,9836,26332
45222,9836,22233
45223,9836,31910
45224,9836,5889
45225,9836,9323
45226,29804,6585
45227,29804,5376
45228,29804,29181
45229,29804,28715
45230,13985,12245
45231,13985,17876
45232,13985,31961
45233,13985,27371
45234,13985,23736
45235,30862,29367
45236,30862,12266
45237,30862,6868
45238,30862,21522
45239,29625,25157
45240,29625,9614
45241,29625,584
45242,1370,29399
45243,1370,27310
45244,1370,22128
45245,1370,3847
45246,1370,9747
45247,19035,5746
45248,19035,4284
45249,19035,10571
45250,27633,3453
45251,27633,19555
45252,27633,17035
45253,18461,28140
45254,18461,31888
45255,18461,15161
45256,18461,19013
45257,3622,13299
45258,3622,10558
45259,3622,31212
45260,3622,23402
45261,22816,7094
45262,22816,16370
45263,22816,20493
45264,22816,10302
45265,12450,12245
45266,12450,9245
45267,12450,7318
45268,28313,19763
45269,28313,19102
45270,28313,14819
45271,28313,7759
45272,18855,30555
45273,18855,16796
45274,18855,6465
45275,18855,1202
45276,18855,3078
45277,28799,31931
45278,28799,21630
45279,28799,8049
45280,28799,16151
45281,28799,22242
45282,19460,25157
45283,19460,15636
45284,19460,25215
45285,23290,3453
45286,23290,11364
45287,23290,2237
45288,23290,22321
45289,23290,20880
45290,18729,26427
45291,18729,5687
45292,18729,27478
45293,18729,31211
45294,18729,14596
45295,15373,19763
45296,15373,27220
45297,11473,5746
45298,11473,16736
45299,11473,28112
45300,11473,28008
45301,11473,2416
45302,12404,12245
45303,12404,27613
45304,12404,1030
45305,12404,9372
45306,12404,14947
45307,977,2618
45308,977,10085
45309,977,5739
45310,977,7743
45311,977,1973
45312,446,11949
45313,446,11373
45314,446,4834
45315,446,16352
45316,446,13544
45317,30538,3870
45318,30538,8766
45319,30538,6189
45320,17849,29399
45321,17849,13790
45322,17849,17043
45323,17849,9675
45324,27310,29399
45325,27310,22128
45326,27310,3847
45327,27310,21657
45328,16686,16039
45329,16686,31883
45330,16686,6705
45331,18859,5666
45332,18859,16593
45333,18859,18936
45334,12116,29399
45335,12116,9652
45336,12116,19217
45337,12116,31495
45338,12116,20526
45339,17072,13218
45340,17072,28473
45341,17072,8061
45342,17072,7298
45343,3471,7067
45344,3471,14396
45345,3471,31293
45346,3471,30618
45347,15226,13719
45348,15226,8768
45349,15226,25572
45350,15226,28596
45351,4939,8256
45352,4939,618
45353,4939,27518
45354,4939,3433
45355,12625,4647
45356,12625,4532
45357,12625,24292
45358,12625,23917
45359,4731,13299
45360,4731,16286
45361,4731,10558
45362,4731,16971
45363,4731,23402
45364,16152,10719
45365,16152,24167
45366,16152,11917
45367,16152,28686
45368,16152,20
45369,31321,10735
45370,31321,12047
45371,31321,3403
45372,31321,15639
45373,9228,16691
45374,9228,781
45375,9228,14903
45376,9228,8749
45377,3309,15086
45378,3309,22969
45379,3309,8409
45380,3309,26203
45381,137,25157
45382,137,28571
45383,18560,26332
45384,18560,4795
45385,18560,8337
45386,31029,13719
45387,31029,16923
45388,31029,1463
45389,31029,17917
45390,27139,30555
45391,27139,2600
45392,27139,13773
45393,27139,25951
45394,29127,14718
45395,29127,6858
45396,29127,13015
45397,29127,19596
45398,29127,14523
45399,1638,5746
45400,1638,3759
45401,1638,16115
45402,1638,30323
45403,1286,22430
45404,1286,31492
45405,1286,9263
45406,1286,4515
45407,11965,19763
45408,11965,31348
45409,11965,2085
45410,11965,17564
45411,20893,29399
45412,20893,6769
45413,20893,20540
45414,20893,18988
45415,6468,25609
45416,6468,12025
45417,6468,6635
45418,6468,12975
45419,16038,31931
45420,16038,618
45421,16038,26844
45422,16038,20261
45423,16038,6186
45424,940,2618
45425,940,6425
45426,940,10605
45427,940,12978
45428,5955,22430
45429,5955,30075
45430,5955,30878
45431,5955,9263
45432,5955,4515
45433,16013,4101
45434,16013,23210
45435,16013,9401
45436,16013,26920
45437,18339,22430
45438,18339,29452
45439,18339,5687
45440,18339,18804
45441,18339,14596
45442,6344,25938
45443,6344,11786
45444,6344,12266
45445,6344,16496
45446,6849,4101
45447,6849,27311
45448,6849,13024
45449,10738,1731
45450,10738,5185
45451,10738,11676
45452,10738,21716
45453,14107,14586
45454,14107,11671
45455,14107,3668
45456,14107,26887
45457,14952,5746
45458,14952,5544
45459,14952,23037
45460,23210,4101
45461,23210,27311
45462,23210,4563
45463,23210,26920
45464,19102,19763
45465,19102,9490
45466,19102,14819
45467,15636,29399
45468,15636,13790
45469,15636,8658
45470,4265,6585
45471,4265,2128
45472,4265,3327
45473,4265,17022
45474,4265,30467
45475,5025,29399
45476,5025,5047
45477,5025,19045
45478,5025,9861
45479,20492,12245
45480,20492,31010
45481,20492,20345
45482,13668,18143
45483,13668,14815
45484,4532,4647
45485,4532,5487
45486,4532,23917
45487,27765,26332
45488,27765,19544
45489,8906,31931
45490,8906,24167
45491,8906,11917
45492,8906,19652
45493,8906,20
45494,6850,22668
45495,7068,6850
45496,7068,1696
45497,7068,990
45498,16088,29399
45499,16088,24684
45500,16088,3720
45501,16088,12313
45502,16088,497
45503,2128,6585
45504,2128,12503
45505,2128,3327
45506,2128,17022
45507,3164,14586
45508,3164,8984
45509,3164,27985
45510,3164,11855
45511,16235,9029
45512,16235,4076
45513,16235,17786
45514,16235,1836
45515,16235,683
45516,8433,4647
45517,8433,14903
45518,8433,18760
45519,8433,27439
45520,8433,8749
45521,11652,3870
45522,11652,31515
45523,11652,7178
45524,11652,29110
45525,26001,14586
45526,26001,24167
45527,26001,7992
45528,26001,24622
45529,2831,2618
45530,2831,25314
45531,2831,21564
45532,2831,1366
45533,14089,26332
45534,14089,31910
45535,14089,19544
45536,15416,2618
45537,15416,5739
45538,15416,6701
45539,15416,1973
45540,5184,4647
45541,5184,1897
45542,5184,18760
45543,5184,14803
45544,5184,6983
45545,8617,3870
45546,8617,10321
45547,8617,7709
45548,8617,26309
45549,27687,3870
45550,27687,7741
45551,27687,7709
45552,27687,19289
45553,27687,24608
45554,12503,6585
45555,12503,14172
45556,8735,21444
45557,8735,8102
45558,8735,26223
45559,12785,18143
45560,12785,13032
45561,12785,6763
45562,12785,17747
45563,25331,14718
45564,25331,7633
45565,25331,31902
45566,25331,8993
45567,10085,2618
45568,10085,7743
45569,10085,3775
45570,10085,5114
45571,6783,14718
45572,6783,23737
45573,6783,6858
45574,6783,14598
45575,6783,10424
45576,19985,10719
45577,19985,26147
45578,19985,28686
45579,19985,8689
45580,3911,15086
45581,3911,13753
45582,3911,8360
45583,15256,30555
45584,15256,28779
45585,15256,6847
45586,15256,14611
45587,15256,22876
45588,24891,10719
45589,24891,7853
45590,24891,26147
45591,24891,28514
45592,14686,1731
45593,14686,10453
45594,14686,19048
45595,27313,13299
45596,27313,22223
45597,27313,26689
45598,27313,17787
45599,8136,13777
45600,8136,25423
45601,8577,29367
45602,8577,14875
45603,8577,21449
45604,8577,31933
45605,7800,13719
45606,7800,16923
45607,7800,1463
45608,7800,25572
45609,7800,18570
45610,5863,6585
45611,5863,14708
45612,5863,5513
45613,5863,30936
45614,6337,19233
45615,6337,17653
45616,6337,7786
45617,6337,11060
45618,1622,11723
45619,1622,25714
45620,1622,312
45621,1622,4677
45622,1622,28568
45623,16393,21444
45624,16393,10558
45625,16393,5832
45626,7113,18143
45627,7113,3386
45628,7113,13032
45629,21802,9029
45630,21802,28650
45631,21802,7590
45632,21802,12512
45633,21802,31984
45634,6649,25157
45635,6649,13092
45636,6649,4511
45637,2419,29399
45638,2419,28301
45639,2419,29658
45640,2419,3810
45641,2419,3301
45642,11373,11949
45643,11373,16352
45644,11373,13544
45645,32119,29367
45646,32119,2452
45647,14651,1731
45648,14651,1267
45649,14651,15235
45650,13997,4101
45651,13997,15586
45652,13997,15395
45653,13997,31162
45654,13997,17766
45655,16598,25609
45656,16598,18113
45657,16598,19487
45658,16598,17897
45659,16598,18750
45660,16961,19169
45661,16961,15211
45662,16961,27524
45663,16961,15090
45664,16961,15337
45665,28301,29399
45666,28301,1655
45667,13961,25121
45668,13961,19151
45669,17073,26332
45670,17073,130
45671,17073,14834
45672,17073,28763
45673,1868,9029
45674,1868,22602
45675,1868,1702
45676,38,30555
45677,38,19889
45678,38,2600
45679,38,13773
45680,4751,19763
45681,4751,9765
45682,4751,7715
45683,4751,7759
45684,22233,26332
45685,22233,31910
45686,22233,28293
45687,19753,3462
45688,19753,20325
45689,19753,27934
45690,19753,20681
45691,19753,26417
45692,2779,5746
45693,2779,29421
45694,2779,12611
45695,2779,12586
45696,7853,10719
45697,7853,6822
45698,7853,4549
45699,7853,28514
45700,25300,2618
45701,25300,7995
45702,25300,28198
45703,28650,9029
45704,28650,7590
45705,28650,8443
45706,28650,12140
45707,14531,30555
45708,14531,16466
45709,14531,15557
45710,9401,4101
45711,9401,19005
45712,25714,26332
45713,25714,312
45714,25714,15968
45715,25714,28568
45716,24167,10719
45717,24167,11917
45718,24167,20
45719,20433,12245
45720,20433,9323
45721,20433,8117
45722,9076,22668
45723,22676,9076
45724,22676,32005
45725,22676,18647
45726,17110,9029
45727,17110,5535
45728,17110,27749
45729,17110,17611
45730,17110,18703
45731,31091,7067
45732,31091,7172
45733,31091,4149
45734,31091,25588
45735,7327,29503
45736,7327,14809
45737,7327,1577
45738,7327,19466
45739,19351,3453
45740,19351,21176
45741,19351,704
45742,24292,4647
45743,24292,19349
45744,24292,23917
45745,130,26332
45746,130,11154
45747,130,21589
45748,130,28763
45749,17291,15086
45750,17291,17450
45751,17291,21163
45752,17291,27185
45753,14334,29503
45754,14334,6293
45755,14334,15154
45756,8046,26332
45757,12047,10735
45758,12047,3403
45759,12047,30235
45760,12981,9029
45761,12981,10768
45762,12981,27643
45763,12981,12641
45764,12981,6708
45765,1696,6850
45766,1696,990
45767,20126,26427
45768,20126,15080
45769,20126,15406
45770,774,24919
45771,774,14835
45772,774,13027
45773,5535,9029
45774,5535,19481
45775,5535,17611
45776,5535,18703
45777,13790,29399
45778,16624,25121
45779,16624,1539
45780,16624,24461
45781,16624,20273
45782,16624,14721
45783,3576,29367
45784,3576,1153
45785,3576,21391
45786,3576,115
45787,22381,3462
45788,22381,17653
45789,22381,27934
45790,6539,13777
45791,6539,31174
45792,6539,28890
45793,6539,14804
45794,6539,27664
45795,30932,12245
45796,30932,30320
45797,30932,18365
45798,30932,12351
45799,10911,5746
45800,10911,28112
45801,10911,2554
45802,5244,18143
45803,5244,3269
45804,5244,767
45805,5244,18513
45806,4834,11949
45807,4834,16352
45808,4834,13544
45809,4834,15016
45810,15403,3870
