,node_from,node_to
24613,10934,4937
24614,19529,10934
24615,19529,28590
24616,19529,7421
24617,19529,23051
24618,11043,17940
24619,11043,2358
24620,167,6786
24621,167,4398
24622,167,27806
24623,13789,6463
24624,13789,4905
24625,14962,29756
24626,14962,22932
24627,14962,20176
24628,25946,27222
24629,4905,17620
24630,4905,12497
24631,22019,4903
24632,12478,21708
24633,12478,19478
24634,12478,31937
24635,12478,29468
24636,12434,3398
24637,12434,17352
24638,12434,25490
24639,22932,8134
24640,22138,7087
24641,22138,6615
24642,22138,25324
24643,29827,10391
24644,29827,23587
24645,29827,13137
24646,29827,1328
24647,29827,22040
24648,7749,7389
24649,7749,3051
24650,9718,13446
24651,9718,1837
24652,9718,24348
24653,9718,9495
24654,16410,10871
24655,14337,25708
24656,14337,7167
24657,12760,10246
24658,12760,21599
24659,12760,16813
24660,27047,7899
24661,8762,25368
24662,8762,1992
24663,26591,4807
24664,26591,6885
24665,26591,196
24666,26591,5930
24667,24910,21241
24668,1837,13446
24669,1837,22537
24670,1837,24348
24671,1837,9495
24672,22637,17081
24673,22637,28110
24674,4814,31347
24675,4814,3766
24676,23760,28965
24677,23760,19298
24678,23760,30872
24679,29043,8413
24680,17024,6463
24681,17024,2025
24682,17024,1115
24683,26248,10246
24684,26248,21599
24685,26248,31645
24686,3733,22409
24687,3733,18227
24688,5252,7729
24689,5252,12758
24690,5252,16265
24691,5341,18366
24692,5341,10540
24693,5341,17879
24694,3179,14228
24695,3179,20262
24696,25448,25762
24697,25448,27471
24698,25448,2753
24699,25448,21096
24700,30461,9905
24701,24043,27222
24702,24043,17300
24703,22639,22500
24704,22639,6885
24705,22639,5930
24706,30786,1204
24707,30786,4398
24708,21859,8134
24709,21859,14534
24710,21859,28186
24711,21859,26465
24712,17709,21863
24713,17709,30866
24714,30954,8819
24715,30954,6484
24716,13881,4967
24717,13881,23511
24718,4398,8413
24719,24114,14416
24720,24114,29107
24721,24114,2157
24722,24114,1666
24723,26133,10391
24724,26133,12343
24725,26133,12758
24726,26133,17295
24727,21599,10246
24728,21599,16813
24729,7259,4403
24730,23842,12223
24731,23842,30857
24732,23842,24007
24733,16057,20667
24734,16057,27005
24735,16057,7064
24736,16057,24007
24737,888,19076
24738,888,1345
24739,28297,3398
24740,28297,1498
24741,16464,31347
24742,16464,1115
24743,24909,12958
24744,24909,11532
24745,24909,5009
24746,12343,31347
24747,25930,6786
24748,25930,27806
24749,25930,10506
24750,12497,17620
24751,12497,8201
24752,30382,24824
24753,30382,26651
24754,30382,32019
24755,26724,24824
24756,26724,12185
24757,26724,682
24758,8342,21708
24759,8342,22663
24760,8342,29943
24761,20832,5331
24762,20832,15917
24763,20832,14740
24764,20832,349
24765,29024,21147
24766,29024,21023
24767,2334,20555
24768,21486,2334
24769,21486,22519
24770,21486,26705
24771,7816,20555
24772,7816,17350
24773,7816,4937
24774,28590,7816
24775,28590,7421
24776,28590,7173
24777,28590,29180
24778,5416,11069
24779,5416,22546
24780,5416,20985
24781,20849,29756
24782,20849,17347
24783,20849,22225
24784,20849,30776
24785,11964,7389
24786,11964,9177
24787,11964,2087
24788,11964,28785
24789,32046,21161
24790,32046,4233
24791,32046,9681
24792,25426,20975
24793,25426,18451
24794,25426,31444
24795,25426,14098
24796,2285,9905
24797,2285,15229
24798,22519,17081
24799,22519,21798
24800,14534,8134
24801,14534,13128
24802,14534,28186
24803,14534,26465
24804,16994,25762
24805,16994,27471
24806,16994,21096
24807,6200,483
24808,6200,18605
24809,6200,27797
24810,6200,7865
24811,22537,13446
24812,22537,24348
24813,22537,9495
24814,9524,10466
24815,9524,25465
24816,9524,10364
24817,21824,483
24818,21824,28669
24819,21824,26226
24820,16053,20555
24821,16053,29884
24822,16053,26235
24823,30852,16053
24824,30852,22663
24825,30852,2863
24826,30852,11876
24827,5302,17940
24828,30413,18066
24829,30413,10013
24830,30413,31610
24831,28369,19076
24832,28369,15940
24833,28369,20707
24834,11748,27968
24835,11748,21798
24836,10173,19076
24837,18452,483
24838,18452,27797
24839,17808,30597
24840,17808,11709
24841,17808,22452
24842,20080,7899
24843,25427,22492
24844,25427,21491
24845,25427,2753
24846,25427,11516
24847,29041,7899
24848,29041,18579
24849,1345,19076
24850,4233,21161
24851,4233,9681
24852,4233,24242
24853,17352,3398
24854,17352,25490
24855,16486,970
24856,16486,17647
24857,16486,18017
24858,25129,12958
24859,29979,19076
24860,29979,438
24861,1476,18366
24862,1476,17879
24863,13745,24213
24864,31233,17263
24865,27005,20667
24866,19478,21708
24867,19478,31937
24868,19478,29468
24869,4214,4807
24870,4214,24988
24871,8201,17620
24872,21798,117
24873,21798,26705
24874,5038,5939
24875,5038,24539
24876,30805,20555
24877,30805,23040
24878,30805,3802
24879,27605,30805
24880,27605,15401
24881,27605,14570
24882,30857,12223
24883,30857,24007
24884,12758,10391
24885,12758,16265
24886,3157,25678
24887,3157,3215
24888,27471,22492
24889,27471,2753
24890,27471,5588
24891,9177,7389
24892,9177,2087
24893,9177,28785
24894,3051,7389
24895,3051,19080
24896,22663,21708
24897,22663,29943
24898,28357,11666
24899,1498,3398
24900,1498,18770
24901,12521,18366
24902,12521,1820
24903,7421,10934
24904,7421,9828
24905,6813,21241
24906,17293,12837
24907,17293,27933
24908,17293,30945
24909,17347,29756
24910,17347,30776
24911,17347,3566
24912,23587,10391
24913,23587,1328
24914,23587,17295
24915,10540,18366
24916,10540,1820
24917,16813,10246
24918,991,4903
24919,991,14125
24920,9828,19196
24921,25994,12537
24922,25994,12076
24923,29474,2334
24924,29474,14510
24925,29474,499
24926,10624,117
24927,10624,22251
24928,30464,5939
24929,23051,10934
24930,23051,13540
24931,28660,26994
24932,28660,21243
24933,22225,29756
24934,24348,13446
24935,24348,9495
24936,2087,7389
24937,28785,7389
24938,19298,28965
24939,19298,17687
24940,19298,21352
24941,26651,24824
24942,11709,30597
24943,11709,22452
24944,11709,10506
24945,22452,12837
24946,22452,2269
24947,9681,21161
24948,30142,1204
24949,30142,27440
24950,25875,10246
24951,25875,8163
24952,25875,2287
24953,29998,21708
24954,29998,29943
24955,21491,22492
24956,21491,11516
24957,21491,5588
24958,24539,5939
24959,14125,4903
24960,18605,483
24961,18605,27797
24962,18605,4914
24963,12185,24824
24964,12185,682
24965,12185,11405
24966,12185,28795
24967,18227,22409
24968,18227,6484
24969,16187,12223
24970,16187,2358
24971,1186,20555
24972,1186,16561
24973,1186,22306
24974,17647,1186
24975,25490,3398
24976,31479,25081
24977,31479,1797
24978,13137,10391
24979,13137,22040
24980,16561,20555
24981,16561,1335
24982,25365,16561
24983,25365,23222
24984,25365,11017
24985,11425,21708
24986,11425,21243
24987,11425,31937
24988,11425,29468
24989,22808,14228
24990,18451,20975
24991,18451,14098
24992,8707,28965
24993,8707,21352
24994,8707,12904
24995,30495,29841
24996,30495,15358
24997,30495,18117
24998,31966,26155
24999,31966,12360
25000,31966,10443
25001,19695,8134
25002,19695,13128
25003,19695,28186
25004,13128,8134
25005,13128,28186
25006,13128,26465
25007,12360,26155
25008,12360,10443
25009,27764,25298
25010,30776,29756
25011,30776,3566
25012,17879,18366
25013,17879,18770
25014,17879,25780
25015,28110,17081
25016,1992,4193
25017,1992,21172
25018,23872,6720
25019,23872,19020
25020,23872,1014
25021,23872,12904
25022,23872,26327
25023,6616,31847
25024,6616,5663
25025,6616,15021
25026,19020,6720
25027,19020,1014
25028,19020,15421
25029,19020,26327
25030,2863,16053
25031,2863,11876
25032,2863,30516
25033,18770,18366
25034,18770,25780
25035,24448,31938
25036,1328,10391
25037,1328,17295
25038,1328,22040
25039,16265,7729
25040,2753,22492
25041,2753,5588
25042,30872,28965
25043,30872,17687
25044,6885,4807
25045,6885,5930
25046,11516,22492
25047,11516,7445
25048,29107,14416
25049,29107,1666
25050,29700,21161
25051,29700,24242
25052,30194,23742
25053,14510,2334
25054,14510,499
25055,2157,14416
25056,2157,21676
25057,25307,31267
25058,25307,23332
25059,25307,18130
25060,25307,18549
25061,6484,8819
25062,18329,22492
25063,10320,6720
25064,1014,25678
25065,1014,15421
25066,1014,3215
25067,15358,29841
25068,15358,18117
25069,28669,483
25070,28669,26226
25071,10304,5331
25072,15022,11666
25073,15022,30866
25074,21172,4193
25075,21172,6615
25076,21172,25324
25077,7431,22500
25078,7431,21096
25079,7431,12080
25080,27797,483
25081,5588,22492
25082,5588,21096
25083,22671,28965
25084,22671,12904
25085,682,24824
25086,682,11405
25087,20176,29756
25088,14640,6041
25089,14640,29113
25090,14640,18338
25091,14640,22088
25092,27806,6786
25093,6615,4193
25094,6615,25324
25095,438,19076
25096,19420,6041
25097,19420,9216
25098,19420,16541
25099,27100,12958
25100,27100,16891
25101,7445,5331
25102,27933,12837
25103,27933,30945
25104,30945,12837
25105,2025,6463
25106,2025,1115
25107,21243,26994
25108,21243,29468
25109,22546,11069
25110,22546,15667
25111,196,4807
25112,17295,10391
25113,4914,483
25114,4914,17756
25115,4914,7548
25116,6061,13446
25117,6061,9495
25118,18579,7899
25119,18579,22940
25120,11532,4967
25121,19152,8134
25122,1580,5939
25123,1580,26018
25124,22251,117
25125,17950,13446
25126,17950,27440
25127,415,17263
25128,32019,24824
25129,15686,6041
25130,15686,19860
25131,15686,22088
25132,15686,1126
25133,5930,4807
25134,5930,12080
25135,17300,27222
25136,2358,12223
25137,18117,29841
25138,21096,25762
25139,5663,31847
25140,5663,15021
25141,8163,27222
25142,8163,2287
25143,10307,6786
25144,7064,20667
25145,7064,20262
25146,7064,30535
25147,25465,10466
25148,25465,10364
25149,1115,31347
25150,16891,12958
25151,16891,5209
25152,16891,13203
25153,31937,21708
25154,31937,29468
25155,19860,6041
25156,19860,16541
25157,17687,28965
25158,17687,21352
25159,2844,7899
25160,2844,1820
25161,10013,18066
25162,10013,15802
25163,10013,5031
25164,26018,5939
25165,10999,7389
25166,25780,18366
25167,31356,4967
25168,31356,1365
25169,31356,13966
25170,31356,20939
25171,2287,27222
25172,21352,28965
25173,3069,24039
25174,7167,25708
25175,20917,4967
25176,20917,6430
25177,29800,31084
25178,29113,22409
25179,29113,18338
25180,5912,17940
25181,2269,12837
25182,2269,4305
25183,23511,4967
25184,23511,1365
25185,23511,6430
25186,1797,10466
25187,1797,9216
25188,27440,26155
25189,30866,11666
25190,30866,23222
25191,23222,21863
25192,23332,29873
25193,12080,22500
25194,28186,8134
25195,28186,26465
25196,7193,3398
25197,7193,31645
25198,18338,22409
25199,24988,4807
25200,26705,117
25201,20352,24824
25202,31444,9905
25203,21676,14416
25204,11876,31004
25205,22040,10391
25206,12076,12223
25207,1284,25081
25208,1284,28546
25209,1284,25624
25210,26226,19076
25211,22306,20555
25212,18017,22306
25213,11017,16561
25214,11017,15335
25215,19080,7389
25216,3766,31347
25217,15421,25678
25218,15421,3215
25219,12749,24824
25220,15021,31847
25221,29468,21708
25222,23734,12958
25223,23734,5009
25224,4305,12837
25225,15802,18066
25226,15802,31610
25227,15802,2297
25228,15802,5031
25229,29943,21708
25230,15917,5331
25231,22940,7899
25232,11405,24824
25233,11405,28795
25234,26465,8134
25235,25324,4193
25236,12904,28965
25237,12904,26327
25238,5009,12958
25239,13771,17940
25240,16099,22409
25241,16099,1126
25242,24007,20667
25243,499,2334
25244,24242,21161
25245,20262,14228
25246,20262,30535
25247,10364,10466
25248,26327,6720
25249,9216,10466
25250,22088,6041
25251,22088,1126
25252,22088,13099
25253,15667,18066
25254,3566,29756
25255,1365,4967
25256,1666,14416
25257,17132,22492
25258,1820,18366
25259,7013,6720
25260,1126,6041
25261,28546,25081
25262,28546,25624
25263,9495,13446
25264,31610,18066
25265,31610,5031
25266,11178,6463
25267,30535,14228
25268,15229,9905
25269,18585,10391
25270,10655,31084
25271,3215,25678
25272,15131,12958
25273,28795,24824
25274,16541,6041
25275,14098,20975
25276,20985,11069
25277,10506,30597
25278,6430,4967
25279,15940,19076
25280,15940,20707
25281,31645,10246
25282,26619,28550
25283,13099,6041
25284,18001,17263
25285,823,6201
25286,823,5108
25287,823,30856
25288,823,1257
25289,23006,823
25290,23006,10847
25291,23006,26181
25292,23006,5074
25293,23006,9587
25294,4852,23006
25295,4852,193
25296,4852,19136
25297,4852,25899
25298,4852,16852
25299,10847,823
25300,10847,26181
25301,10847,9587
25302,10847,11257
25303,208,10847
25304,208,19646
25305,208,29504
25306,208,25713
25307,208,7809
25308,23107,823
25309,23107,29332
25310,23107,18788
25311,23107,28454
25312,23107,9587
25313,4400,23107
25314,4400,28632
25315,4400,27183
25316,4400,9451
25317,4400,11384
25318,26273,10847
25319,26273,24994
25320,26273,11380
25321,26273,6682
25322,26273,21617
25323,20047,823
25324,20047,10041
25325,20047,18998
25326,20047,11745
25327,20047,25779
25328,1856,20047
25329,1856,6938
25330,1856,24131
25331,1856,20636
25332,1856,1555
25333,16002,823
25334,16002,22498
25335,16002,18213
25336,16002,6932
25337,16002,24989
25338,28709,16002
25339,28709,5073
25340,28709,24653
25341,28709,18290
25342,28709,3840
25343,3959,823
25344,3959,6808
25345,3959,28454
25346,3959,30386
25347,3959,11745
25348,19105,3959
25349,19105,22999
25350,19105,15939
25351,19105,28448
25352,19105,5406
25353,24057,823
25354,24057,26181
25355,24057,819
25356,24057,6648
25357,24057,3365
25358,7912,24057
25359,7912,28676
25360,7912,25586
25361,7912,13393
25362,7912,16509
25363,20941,823
25364,20941,26029
25365,20941,24259
25366,20941,18998
25367,20941,15494
25368,25581,20941
25369,25581,29212
25370,25581,24048
25371,25581,17240
25372,25581,1805
25373,29332,823
25374,29332,9587
25375,29332,24259
25376,29332,15494
25377,29332,11257
25378,474,29332
25379,474,29263
25380,474,7191
25381,474,21330
25382,474,2052
25383,23202,823
25384,23202,20485
25385,23202,10446
25386,23202,18213
25387,23202,24989
25388,19727,23202
25389,19727,12979
25390,19727,11653
25391,19727,9569
25392,19727,29509
25393,6808,823
25394,6808,28454
25395,6808,10446
25396,6808,9358
25397,20239,6808
25398,20239,16521
25399,20239,1996
25400,20239,14157
25401,20239,10266
25402,26181,823
25403,26181,16082
25404,26181,3365
25405,21553,26181
25406,21553,8237
25407,21553,3541
25408,21553,11847
25409,21553,15927
25410,25207,16002
25411,25207,5073
25412,25207,6063
25413,25207,702
25414,25207,20518
25415,2212,20941
25416,2212,22999
25417,2212,28448
25418,2212,18722
25419,2212,1805
25420,19418,23006
25421,19418,24451
25422,19418,6644
25423,19418,29504
25424,19418,15753
25425,21307,823
25426,21307,21702
25427,21307,900
25428,21307,19974
25429,21307,9137
25430,16161,21307
25431,16161,13705
25432,16161,9808
25433,16161,8383
25434,16161,2439
25435,12833,23006
25436,12833,6644
25437,12833,30310
25438,12833,25899
25439,12833,15753
25440,6080,823
25441,6080,21702
25442,6080,25799
25443,6080,10792
25444,6080,18810
25445,16132,6080
25446,16132,21381
25447,16132,6042
25448,16132,12750
25449,16132,30984
25450,30428,823
25451,30428,3080
25452,30428,24989
25453,30428,5191
25454,30428,2169
25455,28045,30428
25456,28045,6112
25457,28045,12873
25458,28045,1317
25459,28045,7597
25460,5499,823
25461,5499,20485
25462,5499,10446
25463,5499,18985
25464,5499,9358
25465,28843,5499
25466,28843,10230
25467,28843,7176
25468,28843,24638
25469,28843,27011
25470,32009,823
25471,32009,28454
25472,32009,9358
25473,17675,32009
25474,17675,12768
25475,17675,22064
25476,17675,14491
25477,17675,17290
25478,18788,823
25479,18788,5074
25480,18788,9587
25481,28632,18788
25482,28632,25211
25483,28632,27183
25484,28632,27672
25485,13705,21307
25486,13705,6998
25487,13705,8383
25488,13705,2439
25489,193,23006
25490,193,8083
25491,193,30117
25492,193,16852
25493,20599,823
25494,20599,16082
25495,20599,900
25496,20599,3365
25497,25918,20599
25498,25918,9363
25499,25918,20142
25500,25918,11220
25501,25918,17294
25502,25341,823
25503,25341,819
25504,25341,1716
25505,25341,14324
25506,25341,18553
25507,14722,25341
25508,14722,24979
25509,14722,8588
25510,14722,785
25511,14722,4204
25512,25211,18788
25513,25211,9640
25514,25211,27672
25515,25211,22534
25516,24147,20599
25517,24147,23012
25518,24147,15927
25519,24147,4580
25520,24147,11448
25521,819,823
25522,819,25799
25523,819,3365
25524,18672,819
25525,18672,26840
25526,18672,16300
25527,18672,99
25528,18672,17080
25529,20485,823
25530,20485,10446
25531,20485,18985
25532,32018,20485
25533,32018,18195
25534,32018,16552
25535,32018,17881
25536,32018,6582
25537,17951,18788
25538,17951,5764
25539,17951,22064
25540,28676,24057
25541,28676,26840
25542,28676,16509
25543,28676,17080
25544,23636,823
25545,23636,18553
25546,23636,8074
25547,23636,21285
25548,23636,31073
25549,2531,23636
25550,2531,31936
25551,2531,2068
25552,2531,30132
25553,2531,18494
25554,29694,23006
25555,29694,19136
25556,29694,3064
25557,29694,15753
25558,5074,823
25559,5074,9587
25560,24451,5074
25561,24451,2433
25562,24451,15753
25563,24451,6682
25564,21702,823
25565,21702,19974
25566,21702,20920
25567,21702,12655
25568,21702,11246
25569,11292,21702
25570,11292,16705
25571,11292,30655
25572,11292,7909
25573,11292,9186
25574,10041,823
25575,10041,18998
25576,10041,30386
25577,10041,11745
25578,26507,10041
25579,26507,945
25580,26507,6938
25581,26507,15362
25582,26507,19123
25583,16082,823
25584,16082,27966
25585,16082,1478
25586,32124,16082
25587,32124,6820
25588,32124,16060
25589,32124,25170
25590,32124,11448
25591,22498,823
25592,22498,170
25593,22498,6932
25594,22498,25732
25595,1508,22498
25596,1508,8493
25597,1508,10263
25598,1508,3232
25599,1508,5963
25600,29263,29332
25601,29263,25935
25602,29263,13914
25603,29263,2052
25604,25265,21307
25605,25265,9208
25606,25265,6102
25607,25265,20839
25608,25265,1830
25609,26029,823
25610,26029,18998
25611,26029,31073
25612,5975,26029
25613,5975,23224
25614,5975,31196
25615,5975,23865
25616,5975,28049
25617,28454,823
25618,28454,24259
25619,7653,28454
25620,7653,2219
25621,7653,818
25622,7653,7907
25623,7653,17290
25624,1456,21307
25625,1456,372
25626,1456,15957
25627,1456,11385
25628,1456,697
25629,9587,823
25630,9587,11257
25631,24994,9587
25632,24994,9451
25633,24994,11380
25634,24994,11384
25635,19136,23006
25636,19136,3064
25637,19136,16852
25638,9363,20599
25639,9363,4945
25640,9363,25170
25641,9363,15531
25642,9363,25707
25643,19646,9587
25644,19646,15249
25645,19646,18847
25646,19646,21617
25647,6648,823
25648,6648,14324
25649,6648,11257
25650,25627,6648
25651,25627,14062
25652,25627,15216
25653,25627,8501
25654,25627,8492
25655,27966,823
25656,27966,1478
25657,15522,27966
25658,15522,17508
25659,15522,29738
25660,15522,7733
25661,15522,14193
25662,6644,23006
25663,6644,30310
25664,6644,15753
25665,27183,18788
25666,27183,8097
25667,27183,352
25668,27183,22534
25669,1716,823
25670,1716,25799
25671,1716,24683
25672,1716,21285
25673,15295,1716
25674,15295,18125
25675,15295,28915
25676,15295,9049
25677,15295,2999
25678,10446,823
25679,10446,18213
25680,10446,9358
25681,24280,10446
25682,24280,26446
25683,24280,11674
25684,24280,13233
25685,24280,11424
25686,4410,21702
25687,4410,11112
25688,4410,23864
25689,4410,19764
25690,4410,31530
25691,30946,21307
25692,30946,9208
25693,30946,19585
25694,30946,22633
25695,30946,21673
25696,25799,823
25697,25799,18810
25698,21328,25799
25699,21328,19959
25700,21328,13478
25701,21328,14175
25702,21328,637
25703,18985,823
25704,18985,28426
25705,18184,18985
25706,18184,5352
25707,18184,7169
25708,18184,6582
25709,18184,7299
25710,13223,1716
25711,13223,3699
25712,13223,18125
25713,13223,31713
25714,13223,27200
25715,900,823
25716,900,3365
25717,900,9137
25718,16873,900
25719,16873,24705
25720,16873,14532
25721,16873,25954
25722,16873,24544
25723,29867,6648
25724,29867,25935
25725,29867,1299
25726,29867,22591
25727,29867,26915
25728,16521,6808
25729,16521,15426
25730,16521,26625
25731,16521,10266
25732,24259,823
25733,22999,24259
25734,22999,319
25735,22999,21105
25736,30310,23006
25737,30310,2433
25738,30310,15753
25739,1069,21307
25740,1069,8383
25741,1069,8269
25742,1069,5727
25743,1069,12967
25744,24101,26181
25745,24101,13393
25746,24101,26294
25747,24101,2164
25748,24101,25713
25749,8243,21307
25750,8243,11385
25751,8243,7721
25752,7012,20599
25753,7012,11220
25754,7012,6630
25755,7012,17294
25756,14324,823
25757,14324,18553
25758,14062,14324
25759,14062,15216
25760,14062,24918
25761,14062,20131
25762,963,25341
25763,963,24979
25764,963,18125
25765,963,8007
25766,963,785
25767,25935,29332
25768,25935,1299
25769,25935,2052
25770,18868,21702
25771,18868,6489
25772,18868,11112
25773,18868,28592
25774,18868,19764
25775,26840,819
25776,26840,27109
25777,26840,99
25778,26840,17080
25779,25605,6808
25780,25605,1996
25781,25605,31107
25782,25605,23661
25783,29212,20941
25784,29212,24048
25785,29212,17240
25786,29212,1805
25787,1996,6808
25788,1996,31107
25789,1996,23661
25790,5073,16002
25791,5073,3840
25792,5073,20518
25793,24705,900
25794,24705,25954
25795,24705,8269
25796,24705,5727
25797,6142,5499
25798,6142,992
25799,6142,7176
25800,6142,27011
25801,18998,823
25802,18998,25779
25803,17769,18998
25804,17769,10501
25805,17769,31716
25806,17769,15362
25807,17769,29495
25808,18195,20485
25809,18195,16552
25810,18195,17881
25811,18195,6582
25812,8237,20599
25813,8237,3541
25814,8237,11847
25815,8237,15927
25816,30386,823
25817,30386,18213
25818,30386,11745
25819,22319,30386
25820,22319,19175
25821,22319,6824
25822,22319,15579
25823,22319,16824
25824,31920,900
25825,31920,19518
25826,31920,4945
25827,31920,15696
25828,31920,13752
25829,25586,24057
25830,25586,8501
25831,25586,26294
25832,20142,20599
25833,20142,25170
25834,20142,17294
25835,20142,11448
25836,11872,25799
25837,11872,13478
25838,11872,4358
25839,11872,13314
25840,11872,28471
25841,10501,18998
25842,10501,30409
25843,10501,9863
25844,10501,29495
25845,15494,823
25846,15494,18553
25847,1983,15494
25848,1983,24330
25849,1983,23699
25850,1983,21845
25851,1983,816
25852,9640,18788
25853,9640,8097
25854,9640,27672
25855,9640,22534
25856,29590,28454
25857,29590,3559
25858,29590,2140
25859,29590,31170
25860,29590,17208
25861,6112,30428
25862,6112,12873
25863,6112,21142
25864,6112,7597
25865,19518,900
25866,19518,19900
25867,19518,25954
25868,19518,18497
25869,19518,13752
25870,11220,20599
25871,11220,17294
25872,27068,21307
25873,27068,5792
25874,27068,19900
25875,27068,23008
25876,27068,12083
25877,15216,14324
25878,15216,8501
25879,15216,28573
25880,15216,14008
25881,20786,21702
25882,20786,6042
25883,20786,30655
25884,20786,7909
25885,4945,20599
25886,4945,15696
25887,4945,3910
25888,24048,10041
25889,24048,28448
25890,24048,17240
25891,6630,900
25892,6630,14532
25893,6630,24544
25894,29531,27966
25895,29531,7733
25896,29531,13273
25897,29531,14789
25898,29531,31470
25899,30967,21702
25900,30967,6042
25901,30967,12750
25902,30967,30655
25903,30967,1322
25904,15939,3959
25905,15939,941
25906,15939,826
25907,15939,29432
25908,18553,823
25909,18553,21285
25910,30129,18553
25911,30129,2068
25912,30129,2818
25913,30129,31380
25914,30129,23042
25915,6820,16082
25916,6820,31240
25917,6820,10845
25918,6820,16060
25919,6820,31470
25920,15426,6808
25921,15426,3559
25922,15426,26625
25923,15426,31170
25924,13393,26181
25925,13393,26294
25926,13393,11847
25927,13393,3434
25928,2538,5074
25929,2538,8097
25930,2538,12445
25931,2538,2433
25932,2538,352
25933,18213,823
25934,18213,6932
25935,19541,18213
25936,19541,6063
25937,19541,1574
25938,19541,3899
25939,19541,2172
25940,28448,3959
25941,28448,941
25942,5792,21307
25943,5792,19585
25944,5792,22633
25945,5792,23008
25946,16509,24057
25947,17956,3959
25948,17956,23643
25949,17956,7054
25950,17956,13145
25951,17956,24247
25952,17508,27966
25953,17508,29738
25954,17508,7733
25955,17508,14193
25956,9808,21307
25957,9808,25954
25958,9808,8269
25959,9808,2439
25960,29738,27966
25961,29738,7733
25962,29738,10845
25963,8097,18788
25964,8097,27672
25965,8097,352
25966,8097,22534
25967,9358,823
25968,12144,9358
25969,12144,5439
25970,12144,3357
25971,12144,15729
25972,12144,15710
25973,6998,21307
25974,6998,11385
25975,6998,21673
25976,12768,23107
25977,12768,7907
25978,12768,10487
25979,12768,22064
25980,6002,28454
25981,6002,7974
25982,6002,64
25983,6002,3695
25984,6002,16633
25985,27672,18788
25986,27672,22534
25987,25977,6080
25988,25977,21381
25989,25977,12750
25990,25977,2075
25991,25977,27989
25992,1299,29332
25993,1299,13914
25994,945,10041
25995,945,24653
25996,945,20636
25997,945,19123
25998,14532,900
25999,14532,25954
26000,14532,24544
26001,23643,6808
26002,23643,7747
26003,23643,13145
26004,23643,24247
26005,7747,6808
26006,7747,30312
26007,7747,12867
26008,7747,24247
26009,8444,32009
26010,8444,31042
26011,8444,3841
26012,8444,26548
26013,8444,4399
26014,32112,26029
26015,32112,22219
26016,32112,23865
26017,32112,31536
26018,32112,29390
26019,7974,28454
26020,7974,5406
26021,7974,24261
26022,7974,16633
26023,30312,3959
26024,30312,32102
26025,30312,12867
26026,30312,6391
26027,9208,21307
26028,9208,6102
26029,9208,21673
26030,9208,20839
26031,22281,14324
26032,22281,20131
26033,22281,17757
26034,22281,14008
26035,22281,9383
26036,19959,25799
26037,19959,18389
26038,19959,4358
26039,19959,14175
26040,19585,21307
26041,19585,22633
26042,19585,1830
26043,13069,30386
26044,13069,7054
26045,13069,1574
26046,13069,18290
26047,13069,14452
26048,8083,16082
26049,8083,30117
26050,8083,18035
26051,8083,16852
26052,31774,32009
26053,31774,5439
26054,31774,14157
26055,31774,15710
26056,31774,13547
26057,9451,9587
26058,9451,11380
26059,9451,11384
26060,170,823
26061,170,3080
26062,170,24989
26063,170,13124
26064,6766,170
26065,6766,17267
26066,6766,15904
26067,6766,1036
26068,6766,16747
26069,5524,6080
26070,5524,26146
26071,5524,2075
26072,5524,27989
26073,5524,20610
26074,372,21307
26075,372,6102
26076,372,21673
26077,372,20839
26078,31716,20047
26079,31716,6938
26080,31716,15362
26081,5439,9358
26082,5439,3357
26083,5439,15710
26084,15957,21307
26085,15957,31625
26086,15957,24201
26087,15957,27840
26088,13914,29332
26089,13914,20152
26090,30205,819
26091,30205,5837
26092,30205,19170
26093,30205,27109
26094,30205,5727
26095,24653,10041
26096,24653,3840
26097,7054,30386
26098,7054,19175
26099,7054,18290
26100,7054,14452
26101,3365,823
26102,12239,3365
26103,12239,3434
26104,12239,19995
26105,13478,819
26106,13478,7316
26107,13478,637
26108,32102,3959
26109,32102,3559
26110,32102,826
26111,32102,31170
26112,23012,16082
26113,23012,15927
26114,23012,4580
26115,23012,3921
26116,5764,18788
26117,5764,22064
26118,6938,20047
26119,6938,20636
26120,6938,1555
26121,24330,15494
26122,24330,18722
26123,24330,3887
26124,24330,20152
26125,22219,23636
26126,22219,31936
26127,22219,31536
26128,22219,29390
26129,4054,10847
26130,4054,7418
26131,4054,22416
26132,4054,16852
26133,30117,23006
26134,30117,13273
26135,30117,16656
26136,30117,18035
26137,3064,10847
26138,3064,15753
26139,6063,18213
26140,6063,2172
26141,7191,9587
26142,7191,28161
26143,7191,2052
26144,7191,21617
26145,8441,27966
26146,8441,10845
26147,8441,16060
26148,8441,15805
26149,3559,28454
26150,3559,826
26151,3559,24261
26152,3559,31170
26153,3559,17208
26154,7733,27966
26155,7733,14789
26156,15362,10041
26157,12867,3959
26158,12867,6824
26159,12867,16824
26160,6102,21307
26161,6102,20839
26162,10493,20485
26163,10493,24913
26164,10493,6582
26165,10493,7844
26166,10493,17247
26167,1574,18213
26168,1574,18290
26169,1574,2172
26170,31107,6808
26171,31107,23661
26172,31107,19472
26173,3699,1716
26174,3699,18389
26175,3699,785
26176,3699,27200
26177,15936,32009
26178,15936,818
26179,15936,4399
26180,15936,14491
26181,15936,17290
26182,31240,16082
26183,31240,10845
26184,31240,16060
